16S_NC_086922.1:1092-2771	Clupeonella abrau
EF210673.1	Trachylepis gravenhorstii
EF210672.1	Trachylepis gravenhorstii
EF210671.1	Trachylepis gravenhorstii
EF210670.1	Trachylepis gravenhorstii
EF210669.1	Trachylepis gravenhorstii
EF210668.1	Trachylepis gravenhorstii
EF210667.1	Trachylepis gravenhorstii
EF210666.1	Trachylepis gravenhorstii
AY188055.1	Elapsoidea sundevallii
AY188049.1	Naja annulata
AY188046.1	Aspidelaps scutatus
PP178964.1	Riopa punctata
PP177483.1	Riopa punctata
PP177482.1	Riopa punctata
MH063322.1	Trachylepis gravenhorstii
MH063320.1	Trachylepis gravenhorstii
MH063319.1	Trachylepis gravenhorstii
MH063318.1	Trachylepis gravenhorstii
OR552018.1	Alosa chrysochloris
OR551997.1	Cottus specus
OP264059.1	Madascincus minutus
OP264058.1	Madascincus minutus
OP264057.1	Madascincus igneocaudatus
OP264056.1	Madascincus ankodabensis
OP264055.1	Madascincus melanopleura
OP264051.1	Brachyseps punctatus
LC091878.2	Pseudocyttus maculatus
LC091877.2	Allocyttus verrucosus
LC732543.1	Parazen pacificus
LC731794.1	Zenopsis nebulosus
LC104452.2	Cyttopsis cypho
LC669482.1	Zenopsis filamentosa
LC661331.1	Zeus faber
LC661332.1	Zeus faber
LC661333.1	Zeus faber
LC661347.1	Grammicolepis brachiusculus
LC661353.1	Stethopristes eos
LC661348.1	Grammicolepis brachiusculus
LC635118.1	Cyttopsis rosea
LC635117.1	Parazen pacificus
OP931645.1	Salariopsis fluviatilis
OP931644.1	Salariopsis fluviatilis
OP931643.1	Salariopsis fluviatilis
OP931642.1	Salariopsis fluviatilis
OP931641.1	Salariopsis fluviatilis
OP931640.1	Salariopsis fluviatilis
OP931639.1	Salariopsis fluviatilis
OP931638.1	Salariopsis fluviatilis
OP931637.1	Salariopsis fluviatilis
OP931636.1	Salariopsis fluviatilis
OP931635.1	Salariopsis fluviatilis
OP931634.1	Salariopsis fluviatilis
OP931633.1	Salariopsis fluviatilis
OP931632.1	Salariopsis fluviatilis
OP931631.1	Salariopsis fluviatilis
OP931630.1	Salariopsis fluviatilis
OP931629.1	Salariopsis fluviatilis
OP931628.1	Salariopsis fluviatilis
OP931627.1	Salariopsis fluviatilis
OP931626.1	Salariopsis fluviatilis
OP931625.1	Salariopsis fluviatilis
OP931466.1	Padogobius bonelli
OP931465.1	Padogobius bonelli
OP931464.1	Padogobius bonelli
OP931463.1	Padogobius bonelli
OP931462.1	Padogobius bonelli
OP931461.1	Padogobius bonelli
OP931460.1	Padogobius bonelli
OP931459.1	Padogobius bonelli
OP931458.1	Padogobius bonelli
OP931457.1	Padogobius bonelli
OP931448.1	Neogobius melanostomus
OP931447.1	Neogobius melanostomus
OP931446.1	Neogobius melanostomus
OP931445.1	Ponticola kessleri
OP931444.1	Ponticola kessleri
OP931043.1	Anguilla anguilla
OP931042.1	Anguilla anguilla
OP931041.1	Anguilla anguilla
OP931040.1	Anguilla anguilla
OP931039.1	Anguilla anguilla
OP931038.1	Anguilla anguilla
OP931037.1	Anguilla anguilla
OP931036.1	Anguilla anguilla
OP931035.1	Anguilla anguilla
OP931034.1	Anguilla anguilla
OP931033.1	Anguilla anguilla
OP931032.1	Anguilla anguilla
OP931031.1	Anguilla anguilla
OP931030.1	Anguilla anguilla
OP931029.1	Anguilla anguilla
OP931028.1	Anguilla anguilla
OP931027.1	Anguilla anguilla
OP931026.1	Anguilla anguilla
OP931025.1	Anguilla anguilla
OP931024.1	Anguilla anguilla
OP931023.1	Anguilla anguilla
OP931017.1	Alosa fallax
OP931016.1	Alosa agone
OP931015.1	Alosa agone
OP931014.1	Alosa agone
OP931013.1	Alosa agone
OP931012.1	Alosa agone
OP931011.1	Alosa agone
OP931010.1	Alosa agone
PP097647.1	Hippocampus fuscus
LC794222.1	Maurolicus japonicus
LC794221.1	Vinciguerria poweriae
LC794220.1	Erythrocles schlegelii
ON853919.1	Gobius paganellus
ON853918.1	Gobius paganellus
ON853917.1	Zosterisessor ophiocephalus
ON853916.1	Gobius niger
ON853915.1	Gobius niger
ON853914.1	Gobius niger
ON853913.1	Gobius niger
ON853912.1	Gobius cobitis
LC791748.1	Fistularia petimba
LC791747.1	Fistularia petimba
LC791746.1	Cynoglossus robustus
LC791743.1	Nemipterus bathybius
LC791742.1	Redigobius bikolanus
LC791741.1	Repomucenus huguenini
LC791740.1	Ostorhinchus kiensis
LC791739.1	Cynoglossus interruptus
LC791738.1	Parablennius yatabei
LC791737.1	Nemipterus bathybius
LC791736.1	Redigobius bikolanus
PP001485.1	Lutjanus malabaricus
PP001484.1	Lutjanus malabaricus
PP001483.1	Lutjanus malabaricus
PP001482.1	Lutjanus fulviflamma
PP001481.1	Lutjanus fulviflamma
PP001480.1	Lutjanus fulviflamma
PP001479.1	Lutjanus ehrenbergii
PP001478.1	Lutjanus ehrenbergii
PP001477.1	Lutjanus ehrenbergii
PP001476.1	Lutjanus ehrenbergii
PP001475.1	Lutjanus ehrenbergii
PP001474.1	Lutjanus ehrenbergii
PP001473.1	Lutjanus kasmira
PP001472.1	Lutjanus kasmira
PP001471.1	Lutjanus kasmira
PP001470.1	Lutjanus gibbus
PP001469.1	Lutjanus gibbus
PP001468.1	Lutjanus gibbus
PP001467.1	Lutjanus monostigma
PP001466.1	Lutjanus monostigma
PP001465.1	Lutjanus monostigma
PP001464.1	Lutjanus argentimaculatus
PP001463.1	Lutjanus argentimaculatus
PP001462.1	Lutjanus argentimaculatus
PP001461.1	Lutjanus bohar
PP001460.1	Lutjanus bohar
PP001459.1	Lutjanus bohar
LC791109.1	Elagatis bipinnulata
LC791107.1	Acanthocepola krusensternii
LC791105.1	Fistularia petimba
LC791104.1	Okamejei kenojei
LC791102.1	Melanostomias melanops
LC791101.1	Gonostoma atlanticum
LC732519.2	Helicolenus hilgendorfi
AB974512.2	Dendrochirus bellus
LC790136.1	Sigmops longipinnis
LC790135.1	Melanostomias melanops
LC790134.1	Etmopterus molleri
LC790133.1	Chaunax penicillatus
LC790132.1	Acentrogobius pflaumii
LC790131.1	Pseudolabrus sieboldi
LC790130.1	Macroramphosus gracilis
LC790129.1	Macroramphosus gracilis
LC790128.1	Macroramphosus gracilis
LC790127.1	Macroramphosus sagifue
LC790126.1	Centropyge fisheri
LC790125.1	Gephyroberyx japonicus
LC790123.1	Lythrichthys eulabes
LC790122.1	Heterodontus japonicus
LC790121.1	Heterodontus japonicus
LC790120.1	Heterodontus japonicus
LC790119.1	Heterodontus japonicus
LC790118.1	Apistus carinatus
LC790117.1	Apistus carinatus
LC790116.1	Rhynchopelates oxyrhynchus
LC790115.1	Petroscirtes breviceps
LC790114.1	Favonigobius gymnauchen
LC790113.1	Halichoeres tenuispinis
LC790112.1	Thunnus tonggol
LC790111.1	Prionace glauca
LC790109.1	Melanolagus bericoides
LC790106.1	Melamphaes lugubris
LC790105.1	Melamphaes lugubris
LC790104.1	Melamphaes lugubris
LC790103.1	Poromitra cristiceps
LC790102.1	Melamphaes lugubris
LC790101.1	Tetrosomus concatenatus
OR616354.1	Trachylepis brevicollis
OR616353.1	Trachylepis brevicollis
OR616340.1	Scincus conirostris
OR616339.1	Scincus conirostris
OR616298.1	Chalcides ocellatus
OR616297.1	Chalcides ocellatus
OR616296.1	Chalcides ocellatus
OR616295.1	Chalcides ocellatus
OR616294.1	Chalcides ocellatus
MN796041.1	Cynoglossus ochiaii
OQ883853.1	Nessorhamphus ingolfianus
OQ883852.1	Argyropelecus olfersii
OQ883851.1	Protomyctophum arcticum
OQ883850.1	Benthosema glaciale
OQ883849.1	Echiostoma barbatum
OQ883848.1	Ichthyococcus ovatus
OQ883847.1	Lampanyctus cuprarius
OQ883846.1	Benthosema suborbitale
OQ883845.1	Lampanyctus macdonaldi
OQ883844.1	Diaphus metopoclampus
OQ883843.1	Eurypharynx pelecanoides
OQ883842.1	Lampanyctus pusillus
OQ883841.1	Chauliodus danae
OQ883840.1	Cyclothone braueri
OQ883839.1	Argyropelecus hemigymnus
OQ883838.1	Cyclothone pseudopallida
OQ883837.1	Scopeloberyx opisthopterus
OQ883836.1	Stomias longibarbatus
OQ883835.1	Dasyscopelus obtusirostris
OQ883834.1	Vinciguerria nimbaria
OQ883833.1	Ariomma lurida
OQ883832.1	Paracaristius maderensis
OQ883831.1	Derichthys serpentinus
OQ883830.1	Physiculus fulvus
OQ883829.1	Dolopichthys karsteni
OQ883828.1	Cubiceps pauciradiatus
OQ883827.1	Anthias nicholsi
OQ883826.1	Notoscopelus elongatus
OQ883825.1	Myctophum affine
OQ883824.1	Lepidophanes guentheri
OQ883823.1	Bolinichthys photothorax
OQ883822.1	Chlorophthalmus agassizi
OQ883820.1	Benthodesmus simonyi
OQ883819.1	Pollichthys mauli
OQ883818.1	Diplospinus multistriatus
OQ883817.1	Parascombrops spinosus
OQ883816.1	Idiacanthus fasciola
OQ883815.1	Melanonus zugmayeri
OQ883814.1	Malacosteus niger
OQ883813.1	Howella brodiei
OQ883812.1	Nannobrachium atrum
OQ883811.1	Ceratoscopelus warmingii
OQ883810.1	Dolicholagus longirostris
OQ883809.1	Diaphus perspicillatus
OQ883808.1	Trigonolampa miriceps
OQ883807.1	Regalecus glesne
OQ883806.1	Photostomias guernei
OQ883805.1	Arctozenus risso
OQ883804.1	Nemichthys scolopaceus
OQ883803.1	Chauliodus sloani
OQ883802.1	Gonostoma elongatum
OQ883801.1	Serrivomer lanceolatoides
OQ883800.1	Lampadena speculigera
OQ883798.1	Nealotus tripes
OQ883797.1	Scopelogadus mizolepis
OQ883796.1	Scopelogadus beanii
OQ883795.1	Photostomias goodyeari
OQ883794.1	Myctophum punctatum
OQ883793.1	Poromitra megalops
OQ883792.1	Ceratoscopelus maderensis
OQ883791.1	Poromitra capito
OQ883790.1	Argyropelecus aculeatus
OQ883789.1	Nannobrachium lineatum
OQ883788.1	Coccorella atlantica
OQ883787.1	Lobianchia gemellarii
OQ883786.1	Hygophum hygomii
OQ883785.1	Serrivomer beanii
OQ883784.1	Pterycombus brama
OQ883783.1	Notoscopelus caudispinosus
OQ883782.1	Notoscopelus resplendens
OQ883781.1	Chiasmodon niger
OQ883780.1	Borostomias mononema
OQ883779.1	Symbolophorus veranyi
OQ883778.1	Aristostomias tittmanni
OQ883777.1	Stomias boa
OQ883776.1	Cyclothone microdon
OQ883775.1	Cyclothone pallida
OQ883774.1	Decapterus macarellus
LC458115.2	Chelon melinopterus
LC458085.2	Chelon melinopterus
LC277842.2	Chelon melinopterus
OR388123.1	Ardenna pacifica
OR388122.1	Puffinus newelli
OR388121.1	Pterodroma sandwichensis
LC787730.1	Apristurus macrorhynchus
LC787729.1	Apristurus macrorhynchus
LC787728.1	Apristurus macrorhynchus
LC787727.1	Lythrichthys cypho
LC787726.1	Helicolenus hilgendorfi
LC787720.1	Macroramphosus sagifue
LC787719.1	Elops hawaiensis
LC787718.1	Elops hawaiensis
LC787717.1	Etmopterus pusillus
LC787716.1	Acropoma hanedai
LC787715.1	Chimaera phantasma
LC787714.1	Chascanopsetta lugubris
LC787713.1	Pentaceros japonicus
LC787712.1	Synagrops japonicus
LC787711.1	Polyipnus stereope
LC787710.1	Epigonus denticulatus
LC787709.1	Rexea prometheoides
LC787708.1	Lythrichthys cypho
OR818179.1	Cottus ricei
OR818178.1	Cottus ricei
OR818175.1	Myoxocephalus thompsonii
OR818174.1	Myoxocephalus thompsonii
AB938142.2	Caranx ignobilis
LC036846.2	Melamphaes lugubris
LC036736.2	Woodsia nonsuchae
LC026613.2	Ectreposebastes imus
LC026607.2	Malacocephalus nipponensis
LC786481.1	Macroramphosus gracilis
LC786479.1	Leptostomias robustus
LC786478.1	Idiacanthus fasciola
LC786477.1	Argyropelecus sladeni
LC785483.1	Idiacanthus fasciola
OR035905.1	Synbranchus marmoratus
LC785480.1	Argyropelecus aculeatus
LC785477.1	Muraenesox bagio
LC785476.1	Pentaceros wheeleri
LC785472.1	Nannobrachium fernae
LC785471.1	Strongylura anastomella
LC785469.1	Muraenesox cinereus
LC092043.2	Caragobius urolepis
LC091882.2	Syngnathus leptorhynchus
LC091885.2	Hippichthys spicifer
LC091884.2	Hippichthys spicifer
LC037124.2	Cyclichthys orbicularis
LC092069.2	Cristatogobius nonatoae
LC092053.2	Oligolepis acutipennis
LC092055.2	Bathygobius cocosensis
LC783564.1	Nemipterus bathybius
LC783563.1	Pteragogus aurigarius
LC783562.1	Diaphus garmani
LC783561.1	Diaphus chrysorhynchus
LC783560.1	Diaphus suborbitalis
LC783559.1	Stenobrachius nannochir
LC783558.1	Diaphus theta
LC783557.1	Neoscopelus microchir
LC340078.2	Myripristis murdjan
LC499513.2	Taenioides gracilis
OR380703.1	Scomberomorus maculatus
OR380702.1	Scomberomorus maculatus
OR380699.1	Paralichthys albigutta
OR380697.1	Hypsoblennius hentz
OR380695.1	Dormitator maculatus
OR380694.1	Dormitator maculatus
OR380693.1	Eucinostomus melanopterus
OR380691.1	Coryphaena hippurus
OR380689.1	Cottus girardi
OR380688.1	Cottus girardi
OR380687.1	Cottus girardi
OR380686.1	Cottus girardi
OR380685.1	Cottus girardi
OR380677.1	Lutjanus griseus
OR380676.1	Carcharhinus leucas
OR380675.1	Carcharhinus leucas
OR380674.1	Carcharhinus leucas
OR380673.1	Carcharhinus leucas
OR380672.1	Carcharhinus leucas
OR380671.1	Carcharhinus leucas
OR380670.1	Carcharhinus leucas
OR380669.1	Carcharhinus leucas
OR380668.1	Carcharhinus leucas
OR380664.1	Acanthocybium solandri
OR380663.1	Isurus oxyrinchus
OR380662.1	Alopias vulpinus
OR380661.1	Sphyrna zygaena
OR380660.1	Acanthocybium solandri
OR380659.1	Coryphaena hippurus
OR380658.1	Coryphaena hippurus
OR380657.1	Coryphaena hippurus
OR380656.1	Lopholatilus chamaeleonticeps
OR380655.1	Lopholatilus chamaeleonticeps
OR380654.1	Euthynnus alletteratus
OR380653.1	Euthynnus alletteratus
OR380652.1	Caulolatilus microps
OR380651.1	Caulolatilus microps
OR380646.1	Hypsoblennius ionthas
OR380645.1	Hypsoblennius ionthas
OR380644.1	Hypsoblennius ionthas
OR380643.1	Hypsoblennius ionthas
OR380642.1	Hypsoblennius ionthas
OR380641.1	Hypsoblennius ionthas
OR380640.1	Parablennius marmoreus
OR380639.1	Scartella cristata
OR380638.1	Scartella cristata
OR380637.1	Stephanolepis hispida
OR380634.1	Carcharhinus leucas
OR380628.1	Carcharhinus leucas
OR380627.1	Carcharhinus leucas
OR380625.1	Bathytoshia centroura
OR380624.1	Leucoraja ocellata
OR380623.1	Astroscopus guttatus
OR380622.1	Astroscopus guttatus
OR380621.1	Auxis rochei
OR380620.1	Leucoraja erinacea
OR380618.1	Sphyrna tiburo
OR380617.1	Tautogolabrus adspersus
OR380616.1	Tautogolabrus adspersus
OR380615.1	Myoxocephalus octodecemspinosus
OR380614.1	Tautogolabrus adspersus
OR380603.1	Eucinostomus jonesii
OR380602.1	Trachinotus falcatus
OR380601.1	Trachinotus falcatus
OR380594.1	Stephanolepis hispida
OR380584.1	Eucinostomus jonesii
OR380583.1	Eucinostomus jonesii
OR380580.1	Diplodus holbrookii
OR380577.1	Hypleurochilus geminatus
OR380576.1	Hypleurochilus geminatus
OR380570.1	Squalus acanthias
OR380569.1	Raja eglanteria
OR380567.1	Oligoplites saurus
OR380566.1	Oligoplites saurus
OR380565.1	Paralichthys albigutta
OR380564.1	Evorthodus lyricus
OR380563.1	Evorthodus lyricus
OR380562.1	Stephanolepis hispida
OR380561.1	Prionotus scitulus
OR380559.1	Lophius americanus
OR380558.1	Lophius americanus
OR380557.1	Lophius americanus
OR380556.1	Lophius americanus
OR380555.1	Lophius americanus
OR380553.1	Thunnus obesus
OR380552.1	Thunnus obesus
OR380551.1	Thunnus obesus
OR380550.1	Thunnus albacares
OR380549.1	Thunnus albacares
OR380548.1	Thunnus albacares
OR380547.1	Kajikia albida
OR380546.1	Tetrapturus georgii
OR380545.1	Kajikia albida
OR380544.1	Thunnus alalunga
OR380543.1	Thunnus alalunga
OR380542.1	Thunnus alalunga
OR380538.1	Thunnus thynnus
OR380537.1	Thunnus thynnus
OR380536.1	Thunnus thynnus
OR380535.1	Tetrapturus georgii
OR380534.1	Tetrapturus georgii
OR380533.1	Kajikia albida
OR380532.1	Katsuwonus pelamis
OR380531.1	Tetrapturus georgii
OR380530.1	Makaira nigricans
OR380518.1	Eucinostomus melanopterus
OR380504.1	Awaous banana
OR380503.1	Awaous banana
OR380502.1	Awaous banana
OR380501.1	Awaous banana
OR380498.1	Dormitator maculatus
OR380497.1	Eleotris amblyopsis
OR380496.1	Eleotris amblyopsis
OR380495.1	Dormitator maculatus
OR380494.1	Dormitator maculatus
OR380490.1	Ctenogobius shufeldti
OR380489.1	Ctenogobius boleosoma
OR380479.1	Sphyraena guachancho
OR380478.1	Gobiosoma bosc
OR380477.1	Gobiosoma bosc
OR380473.1	Squalus acanthias
OR380472.1	Squalus acanthias
OR380471.1	Squatina dumeril
OR380470.1	Hypanus sabinus
OR380469.1	Raja eglanteria
OR380468.1	Scomber scombrus
OR380466.1	Scomber scombrus
OR380465.1	Brevoortia tyrannus
OR380464.1	Menticirrhus americanus
OR380463.1	Microgobius thalassinus
OR380462.1	Microgobius thalassinus
OR380461.1	Sphyraena borealis
OR380460.1	Ophidion marginatum
OR380459.1	Ophidion marginatum
OR380458.1	Etrumeus teres
OR380457.1	Etrumeus teres
OR380456.1	Etrumeus teres
OR380448.1	Squatina dumeril
OR380447.1	Squatina dumeril
OR380446.1	Squatina dumeril
OR380445.1	Carcharias taurus
OR380444.1	Carcharias taurus
OR380443.1	Alopias vulpinus
OR380442.1	Raja eglanteria
OR380441.1	Raja eglanteria
OR380440.1	Raja eglanteria
OR380439.1	Balistes capriscus
OR380438.1	Ophidion marginatum
OR380437.1	Ophidion marginatum
OR380436.1	Ophidion marginatum
OR380435.1	Trachurus lathami
OR380434.1	Trachurus lathami
OR380433.1	Trachurus lathami
OR380432.1	Trachurus lathami
OR380431.1	Chloroscombrus chrysurus
OR380430.1	Stephanolepis hispida
OR380429.1	Strongylura marina
OR380428.1	Sphoeroides maculatus
OR380426.1	Prionotus evolans
OR380425.1	Prionotus evolans
OR380423.1	Prionotus evolans
OR380422.1	Prionotus evolans
OR380419.1	Tautoga onitis
OR380418.1	Conger oceanicus
OR380417.1	Gobiosoma ginsburgi
OR380416.1	Gobiosoma ginsburgi
OR380414.1	Leucoraja erinacea
OR380413.1	Mustelus canis
OR380410.1	Hypsoblennius hentz
OR380407.1	Caranx crysos
OR380405.1	Selar crumenophthalmus
OR380404.1	Aluterus schoepfii
OR380403.1	Mugil cephalus
OR380401.1	Brevoortia tyrannus
OR380400.1	Brevoortia tyrannus
OR380399.1	Brevoortia tyrannus
OR380398.1	Brevoortia tyrannus
OR380397.1	Cottus caeruleomentum
OR380390.1	Brevoortia tyrannus
OR380389.1	Brevoortia tyrannus
OR380388.1	Brevoortia tyrannus
OR380387.1	Eucinostomus jonesii
OR380385.1	Eucinostomus jonesii
OR380384.1	Eucinostomus jonesii
OR380383.1	Eucinostomus jonesii
OR380382.1	Eucinostomus jonesii
OR380380.1	Diapterus rhombeus
OR380379.1	Bairdiella chrysoura
OR380378.1	Chaetodipterus faber
OR380375.1	Mycteroperca microlepis
OR380374.1	Mycteroperca microlepis
OR380373.1	Fistularia tabacaria
OR380372.1	Fistularia tabacaria
OR380371.1	Fistularia tabacaria
OR380370.1	Conger oceanicus
OR380369.1	Conger oceanicus
OR380368.1	Aluterus schoepfii
OR380367.1	Aluterus schoepfii
OR380366.1	Tautoga onitis
OR380365.1	Tautoga onitis
OR380364.1	Tautoga onitis
OR380363.1	Chaetodon ocellatus
OR380362.1	Chaetodon ocellatus
OR380361.1	Archosargus probatocephalus
OR380360.1	Archosargus probatocephalus
OR380354.1	Hypanus americanus
OR380353.1	Strongylura marina
OR380352.1	Trachinotus falcatus
OR380350.1	Caranx hippos
OR380346.1	Cottus caeruleomentum
OR380345.1	Cottus caeruleomentum
OR380344.1	Rachycentron canadum
OR380343.1	Sphyraena guachancho
OR380342.1	Stephanolepis hispida
OR380341.1	Fistularia tabacaria
OR380340.1	Brevoortia tyrannus
OR380339.1	Brevoortia tyrannus
OR380338.1	Alosa mediocris
OR380334.1	Leucoraja ocellata
OR380333.1	Scomber scombrus
OR380332.1	Scomber scombrus
OR380330.1	Ammodytes dubius
OR380329.1	Ammodytes dubius
OR380327.1	Alosa pseudoharengus
OR380326.1	Chasmodes bosquianus
OR380325.1	Cynoscion nebulosus
OR380323.1	Microgobius thalassinus
OR380322.1	Microgobius thalassinus
OR380321.1	Microgobius thalassinus
OR380320.1	Leucoraja erinacea
OR380319.1	Leucoraja erinacea
OR380317.1	Hypanus americanus
OR380315.1	Paralichthys dentatus
OR380314.1	Cynoscion nothus
OR380313.1	Cynoscion nothus
OR380309.1	Rhinoptera bonasus
OR380308.1	Hypanus sabinus
OR380307.1	Hypanus say
OR380306.1	Hypanus say
OR380305.1	Hypanus say
OR380304.1	Hypanus say
OR380303.1	Hypanus say
OR380302.1	Myliobatis freminvillei
OR380301.1	Cynoscion nothus
OR380300.1	Prionotus evolans
OR380299.1	Prionotus carolinus
OR380298.1	Trachinotus carolinus
OR380297.1	Elops saurus
OR380296.1	Ammodytes dubius
OR380295.1	Archosargus probatocephalus
OR380294.1	Pogonias cromis
OR380293.1	Pogonias cromis
OR380292.1	Pogonias cromis
OR380291.1	Scomberomorus maculatus
OR380290.1	Alosa pseudoharengus
OR380289.1	Alosa pseudoharengus
OR380284.1	Myliobatis freminvillei
OR380283.1	Hypanus say
OR380282.1	Hypanus say
OR380281.1	Gymnura altavela
OR380280.1	Gymnura altavela
OR380279.1	Gymnura lessae
OR380278.1	Gymnura lessae
OR380277.1	Raja eglanteria
OR380276.1	Gymnura lessae
OR380270.1	Mugil curema
OR380269.1	Alosa aestivalis
OR380268.1	Alosa aestivalis
OR380267.1	Alosa aestivalis
OR380264.1	Myliobatis freminvillei
OR380263.1	Myliobatis freminvillei
OR380262.1	Gymnura lessae
OR380261.1	Selene vomer
OR380260.1	Selene vomer
OR380259.1	Selene vomer
OR380258.1	Selene vomer
OR380255.1	Alosa aestivalis
OR380254.1	Alosa aestivalis
OR380253.1	Alosa aestivalis
OR380252.1	Alosa aestivalis
OR380251.1	Alosa aestivalis
OR380249.1	Alosa aestivalis
OR380248.1	Alosa aestivalis
OR380247.1	Alosa aestivalis
OR380245.1	Conger oceanicus
OR380244.1	Cynoscion nothus
OR380243.1	Cynoscion nothus
OR380242.1	Cynoscion nothus
OR380241.1	Seriola zonata
OR380240.1	Caranx crysos
OR380239.1	Caranx crysos
OR380238.1	Caranx crysos
OR380237.1	Caranx hippos
OR380236.1	Caranx hippos
OR380235.1	Caranx hippos
OR380234.1	Caranx hippos
OR380233.1	Caranx hippos
OR380232.1	Opisthonema oglinum
OR380231.1	Opisthonema oglinum
OR380230.1	Opisthonema oglinum
OR380229.1	Opisthonema oglinum
OR380228.1	Pogonias cromis
OR380227.1	Pogonias cromis
OR380225.1	Tautoga onitis
OR380224.1	Pseudopleuronectes americanus
OR380223.1	Pseudopleuronectes americanus
OR380222.1	Pseudopleuronectes americanus
OR380221.1	Hippoglossina oblonga
OR380220.1	Hippoglossina oblonga
OR380219.1	Astroscopus guttatus
OR380218.1	Trachinotus falcatus
OR380217.1	Mullus auratus
OR380216.1	Mullus auratus
OR380215.1	Mullus auratus
